Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ACB.VN,BID.VN,CTG.VN,FPT.VN,GAS.VN,HPG.VN,MBB.VN,NKG.VN,REE.VN,VCB.VN,ACB.VN,BID.VN,CTG.VN,FPT.VN,GAS.VN,HPG.VN,MBB.VN,NKG.VN,REE.VN,VCB.VN,ACB.VN,BID.VN,CTG.VN,FPT.VN,GAS.VN,HPG.VN,MBB.VN,NKG.VN,REE.VN,VCB.VN,ACB.VN,BID.VN,CTG.VN,FPT.VN,GAS.VN,HPG.VN,MBB.VN,NKG.VN,REE.VN,VCB.VN,ACB.VN,BID.VN,CTG.VN,FPT.VN,GAS.VN,HPG.VN,MBB.VN,NKG.VN,REE.VN,VCB.VN
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,3166.126708984375,13552.2421875,13480.748046875,10588.0703125,31035.990234375,3517.593017578125,3143.698486328125,3153.01123046875,11765.9970703125,14035.7109375,3182.4468694096427,13782.918140642882,13549.526820093275,10611.810705803777,31715.112815123626,3517.593017578125,3185.063044451942,3153.01123046875,11812.873648041395,14100.993214750271,2856.0421022560445,13552.2421875,13411.968304941609,10540.590462027829,31035.990234375,3483.21923828125,3123.0163238997748,3059.5888671875,11719.120492583605,14003.069314131875,3149.8065485591073,13609.91117578572,13549.526820093275,10564.329919196223,31103.89981686917,3483.21923828125,3164.380882023592,3059.5888671875,11812.873648041395,14035.7109375,1270602.0,550497,904126.0,1946017,411748,2653519,13479224,19340,1107693,852290
2015-10-02,3182.44677734375,13379.234375,13411.96875,10588.0703125,30900.1640625,3540.509033203125,3123.016357421875,3153.01123046875,11719.1201171875,14035.7109375,3182.44677734375,13552.242307203218,13549.527269716364,10635.55016297217,31103.899496837985,3586.3408203125,3164.3809159896946,3153.01123046875,11812.873269642116,14198.91711536867,3166.126617390613,13379.234375,13343.189005784243,10564.329919196223,30696.42528368618,3517.593017578125,3123.016357421875,3082.9443359375,11719.1201171875,13937.787036881604,3166.126617390613,13552.242307203218,13549.527269716364,10588.0703125,31035.989915042544,3517.593017578125,3164.3809159896946,3082.9443359375,11812.873269642116,14068.351591382147,886898.0,990041,1125769.0,1137798,336029,7887085,4768455,14846,487430,1258958
2015-10-05,3198.767333984375,13609.9111328125,13755.865234375,10683.0302734375,31103.900390625,3597.798828125,3143.698486328125,3153.01123046875,11906.6279296875,14198.9169921875,3198.767333984375,13667.58012091613,13824.644008379251,10706.769729103395,31171.813318847784,3597.798828125,3185.063044451942,3176.366943359375,11953.504511850217,14264.199268871422,3149.8066287973115,13436.904168501607,13480.748200927736,10588.069642367953,30832.25202220978,3529.051025390625,3123.0163238997748,3106.300048828125,11719.121601036635,14035.710815734708,3182.446950479327,13494.573156605238,13549.526974931987,10611.810034169172,30900.16495043257,3540.509033203125,3123.0163238997748,3129.65576171875,11719.121601036635,14133.633746017607,1230563.0,856719,1629603.0,1544248,742611,11349481,11742815,254490,658555,1022155
2015-10-06,3296.688720703125,14186.6025390625,13962.203125,10920.4306640625,31443.46484375,3666.54638671875,3205.7451171875,3106.300048828125,12094.1337890625,14786.4580078125,3329.3292648149686,14244.271529440093,14030.98189718743,10967.911448609097,31715.113210541134,3678.00439453125,3226.427279037189,3176.366943359375,12187.886028994686,14819.098660431324,3215.0874717555353,13840.588596796944,13824.643643194937,10777.990182693395,31375.55191593324,3609.256591796875,3164.380793488123,3106.300048828125,12000.380628374873,14362.121767880262,3215.0874717555353,13840.588596796944,13962.203125,10825.470967239991,31511.377771566764,3632.172607421875,3164.380793488123,3176.366943359375,12094.1337890625,14362.121767880262,5003319.0,3073105,4581641.0,3811457,1289941,27998433,16335971,138887,2580810,4244956
2015-10-07,3247.72802734375,13840.5888671875,13755.865234375,10730.5107421875,32258.416015625,3609.256591796875,3185.063232421875,3106.300048828125,11953.5029296875,14753.81640625,3329.329276579691,14301.941765039217,14030.982267822264,10967.911865538928,32937.54200672788,3678.00439453125,3226.427559719735,3153.01123046875,12187.884888722865,15145.511024622843,3247.72802734375,13840.5888671875,13755.865234375,10683.030891971364,32190.50308206709,3597.798828125,3185.063232421875,3059.5888671875,11953.5029296875,14753.81640625,3329.329276579691,14301.941765039217,13962.203493818011,10967.911865538928,32258.416015625,3678.00439453125,3226.427559719735,3153.01123046875,12187.884888722865,14884.380955878967,1051284.0,1311715,2379324.0,1363392,1544694,17823847,8252098,53381,520556,4643323
2015-10-08,3296.688720703125,13955.9267578125,13962.203125,10872.9501953125,32326.328125,3689.46240234375,3123.016357421875,3316.500732421875,12187.884765625,15308.716796875,3378.2899696507147,14128.933731179904,14030.98189718743,10872.9501953125,32394.24105682642,3700.92041015625,3164.3809159896946,3316.500732421875,12187.884765625,15373.999074120009,3231.407632479438,13840.588775567563,13687.085130104977,10730.509722070106,31918.853878517595,3597.798828125,3102.3341947715253,3082.9443359375,11953.502808956897,14819.099232794446,3231.407632479438,13840.588775567563,13755.864871007509,10730.509722070106,32258.415193173583,3620.714599609375,3143.698520072225,3082.9443359375,11953.502808956897,14819.099232794446,3027682.0,1534743,5206362.0,1336658,610084,16761444,230567929,1762094,1142086,4069895
2015-10-09,3361.969482421875,14071.2646484375,14030.982421875,10872.9501953125,32801.71484375,3712.378173828125,3081.65185546875,3409.92333984375,12141.009765625,15178.15234375,3378.28986530573,14359.610567990356,14237.320683583495,11015.390668554892,33412.92787714844,3758.210205078125,3143.6985778268136,3503.345947265625,12187.885422882211,15504.564701640917,3329.3291619822294,13955.926666943546,14030.982421875,10872.9501953125,32597.976051125166,3678.00439453125,3081.65185546875,3386.567626953125,12047.256609599784,15178.15234375,3345.649322202052,14128.933639184479,14099.762165349544,10920.430041014868,32733.801912875053,3712.378173828125,3123.0164147965,3503.345947265625,12187.885422882211,15504.564701640917,3228780.0,3097030,4962075.0,3145318,1207792,13870087,13048387,1204453,1030538,2162595
2015-10-12,3410.93017578125,14128.93359375,14030.982421875,10872.9501953125,32937.5390625,3758.210205078125,3060.9697265625,3573.412841796875,12094.1337890625,15700.4111328125,3410.93017578125,14359.610521814087,14168.540940108951,10896.690586231329,33005.4486455114,3781.1259765625,3102.3342863513876,3620.1240234375,12141.010369406315,15798.335031570488,3345.649312428627,13955.926622065406,13962.203647115593,10849.209804393671,32597.97442506354,3712.378173828125,3040.2875633016192,3433.279052734375,12047.257208718687,15210.793577994473,3378.289855436954,13955.926622065406,13962.203647115593,10849.209804393671,32801.71320752542,3723.836181640625,3060.9697265625,3433.279052734375,12141.010369406315,15276.075854004479,2793438.0,1796787,3053355.0,1674148,1254388,17762146,12376454,2179681,646669,4632191
