Date,open,high,low,close,adj_close,volume
2015-10-01 00:00:00-04:00,51.34431250843689,52.097859305987946,50.11415917905968,50.455509185791016,50.455509185791016,11111900
2015-10-02 00:00:00-04:00,50.069080450168435,52.522945404052734,49.79213524223093,52.522945404052734,52.522945404052734,13051900
2015-10-05 00:00:00-04:00,53.07681891493276,54.22324129909994,53.03817209591465,54.12018966674805,54.12018966674805,14196800
2015-10-06 00:00:00-04:00,54.21680599376829,56.43880426585001,54.1459592162795,56.026607513427734,56.026607513427734,18897100
2015-10-07 00:00:00-04:00,56.838124125275485,57.64963866144749,55.569328953499074,56.754398345947266,56.754398345947266,17670500
2015-10-08 00:00:00-04:00,56.6062683566584,58.055399141582285,56.548305483872745,57.90726852416992,57.90726852416992,11299100
2015-10-09 00:00:00-04:00,58.094044517324235,58.222859098588174,57.10863631108087,57.688289642333984,57.688289642333984,10011100
2015-10-12 00:00:00-04:00,57.87507550360739,57.9523642635885,56.59340094501172,57.15372848510742,57.15372848510742,7917500
2015-10-13 00:00:00-04:00,56.54830973415503,57.28253566060045,56.219838689027156,56.92185974121094,56.92185974121094,8012500
2015-10-14 00:00:00-04:00,56.825256875544795,57.94591676231372,56.49034386143743,57.810665130615234,57.810665130615234,9734500
2015-10-15 00:00:00-04:00,57.73982437598191,58.52557624461459,56.96051446584897,58.4289665222168,58.4289665222168,8960400
2015-10-16 00:00:00-04:00,58.96353042213137,59.034377217529624,57.97811724443952,58.79607391357422,58.79607391357422,7821200
2015-10-19 00:00:00-04:00,58.197090830283216,58.31302148587236,57.46286498280976,57.98455047607422,57.98455047607422,8900400
2015-10-20 00:00:00-04:00,57.643191335367895,58.280807383221216,57.5723445618539,57.958778381347656,57.958778381347656,8221100
2015-10-21 00:00:00-04:00,57.60456108228152,58.37098692044085,57.411341676555594,57.533714294433594,57.533714294433594,7423400
2015-10-22 00:00:00-04:00,57.797773562340936,59.13097365687612,57.797773562340936,59.00860595703125,59.00860595703125,8971700
2015-10-23 00:00:00-04:00,58.448290677764355,59.208279667701156,58.02320984149595,58.763877868652344,58.763877868652344,8134800
2015-10-26 00:00:00-04:00,58.52555278238191,58.53198982452652,57.05065935878245,57.17302703857422,57.17302703857422,8606600
2015-10-27 00:00:00-04:00,56.50320495502718,56.65133552877226,55.865584059707444,56.48387908935547,56.48387908935547,9328800
2015-10-28 00:00:00-04:00,56.81233970521645,58.0424924998679,56.62556234778801,57.829952239990234,57.829952239990234,8236500
2015-10-29 00:00:00-04:00,57.527243021147385,58.56417648165272,57.411312419545204,57.89435577392578,57.89435577392578,6686000
2015-10-30 00:00:00-04:00,58.699438858136276,59.24045006999116,57.585221400229976,58.531982421875,58.531982421875,11559300
2015-11-02 00:00:00-05:00,58.35811491468562,61.365865581928716,58.27438911618152,61.159767150878906,61.159767150878906,14277300
2015-11-03 00:00:00-05:00,61.45603141734865,63.52989957895836,61.45603141734865,63.20787048339844,63.20787048339844,17669200
2015-11-04 00:00:00-05:00,63.130584709246484,63.182110546272206,61.88111510090542,62.32551193237305,62.32551193237305,11931300
2015-11-05 00:00:00-05:00,61.86178187334011,62.183810920231466,60.75400116583009,60.895694732666016,60.895694732666016,11184800
2015-11-06 00:00:00-05:00,60.35467358213241,60.586534851361016,59.09876246862124,60.56077194213867,60.56077194213867,9634200
2015-11-09 00:00:00-05:00,60.206540287091464,60.83127238097419,59.31773715711948,59.45943069458008,59.45943069458008,7659100
2015-11-10 00:00:00-05:00,59.31775481410777,60.219437209626996,59.150298318737725,60.0455436706543,60.0455436706543,6823100
2015-11-11 00:00:00-05:00,60.14859650219221,60.35469493511436,59.163188216227766,59.375728607177734,59.375728607177734,6085300
2015-11-12 00:00:00-05:00,58.44825308644072,58.705877223295076,57.48216625856567,57.87504196166992,57.87504196166992,8951300
2015-11-13 00:00:00-05:00,57.688281637222396,57.94590585022721,56.799483261817585,57.11507034301758,57.11507034301758,7676600
2015-11-16 00:00:00-05:00,57.232399830861254,59.6314799840346,57.232399830861254,59.618438720703125,59.618438720703125,10101100
2015-11-17 00:00:00-05:00,59.501110660530905,60.30297949525809,59.12951412097103,59.34465026855469,59.34465026855469,7575800
2015-11-18 00:00:00-05:00,59.61194273845665,60.465961738515716,59.34465146356978,60.113922119140625,60.113922119140625,6886900
2015-11-19 00:00:00-05:00,59.99655920787345,60.21821593312296,58.95348190201231,59.21425247192383,59.21425247192383,6096700
2015-11-20 00:00:00-05:00,59.09039781945369,59.527185756433816,57.89737556729666,58.02776336669922,58.02776336669922,8561400
2015-11-23 00:00:00-05:00,57.79307787245418,58.96002271760048,57.44103822862904,58.67969512939453,58.67969512939453,6889600
2015-11-24 00:00:00-05:00,58.79703902625756,60.172599341968464,58.54278901281207,59.55326843261719,59.55326843261719,8549000
2015-11-25 00:00:00-05:00,59.136015717472524,59.53368968997279,58.77746056071274,59.240325927734375,59.240325927734375,5419300
2015-11-27 00:00:00-05:00,58.836142632442424,59.22077541569729,58.70575981833904,58.91437530517578,58.91437530517578,2547800
2015-11-30 00:00:00-05:00,59.09040187888488,59.950941518915776,58.960019044311174,59.53371047973633,59.53371047973633,12179400
2015-12-01 00:00:00-05:00,59.30552939452571,60.40076195629839,59.30552939452571,60.28993606567383,60.28993606567383,6975500
