Date,open,high,low,close,adj_close,volume
2015-10-01 00:00:00-04:00,48.10758219768221,48.35068215615701,46.892101928273064,47.378292083740234,47.378292083740234,14397800
2015-10-02 00:00:00-04:00,46.94966130550461,48.555380765269796,46.71935871841718,48.54258346557617,48.54258346557617,18811300
2015-10-05 00:00:00-04:00,49.03518109283874,49.35504528146686,48.48501429793916,49.137535095214844,49.137535095214844,18486700
2015-10-06 00:00:00-04:00,49.23348651094708,50.2570507551035,48.785678679359684,49.828433990478516,49.828433990478516,18757900
2015-10-07 00:00:00-04:00,50.51934623760411,50.724059104881036,49.598135894488074,50.666481018066406,50.666481018066406,18666300
2015-10-08 00:00:00-04:00,50.73684363056764,51.248628159510865,50.244255048069455,51.19744873046875,51.19744873046875,14344700
2015-10-09 00:00:00-04:00,51.210265836354964,51.28703012887177,50.29545393151629,50.70487976074219,50.70487976074219,17384700
2015-10-12 00:00:00-04:00,50.91599336534902,50.91599336534902,50.35943264600248,50.73047637939453,50.73047637939453,9931800
2015-10-13 00:00:00-04:00,50.35942140958209,50.890397163299625,50.21228172719104,50.64090347290039,50.64090347290039,12326600
2015-10-14 00:00:00-04:00,50.51934612826328,51.485337256482296,50.397796185826394,51.28062438964844,51.28062438964844,14486000
2015-10-15 00:00:00-04:00,51.29981098990636,52.15704451987394,51.11428920788219,52.12506103515625,52.12506103515625,13640900
2015-10-16 00:00:00-04:00,52.62405619076068,52.77758963035086,52.105872900941286,52.76479721069336,52.76479721069336,14304400
2015-10-19 00:00:00-04:00,52.46411768176482,52.566471668721476,51.66445733066194,51.81159210205078,51.81159210205078,14155800
2015-10-20 00:00:00-04:00,51.53011301411522,51.85637091080267,51.30620421974558,51.70923614501953,51.70923614501953,12340100
2015-10-21 00:00:00-04:00,51.728427340741575,51.91394912128042,51.248631147163636,51.31260299682617,51.31260299682617,10274900
2015-10-22 00:00:00-04:00,51.613274095557585,53.07185368762828,51.60048167840744,53.02707290649414,53.02707290649414,14823500
2015-10-23 00:00:00-04:00,52.71999567691818,53.097432917553725,52.38733432783582,53.08464050292969,53.08464050292969,13215700
2015-10-26 00:00:00-04:00,52.79037257954685,52.92471980591924,51.926740425768024,51.9587287902832,51.9587287902832,12576400
2015-10-27 00:00:00-04:00,51.542926963854285,51.92036933085626,51.00555734665441,51.87558364868164,51.87558364868164,13579400
2015-10-28 00:00:00-04:00,52.01630362285078,52.82876125195156,51.77320863941538,52.6368408203125,52.6368408203125,12473000
2015-10-29 00:00:00-04:00,52.32338777739913,53.23819960833171,52.32338777739913,52.6048698425293,52.6048698425293,10341200
2015-10-30 00:00:00-04:00,52.758401123033266,53.660415615270004,51.98433035654605,52.93112564086914,52.93112564086914,18758600
2015-11-02 00:00:00-05:00,52.64964997847659,54.97186234455748,52.5153027176231,54.55603790283203,54.55603790283203,21266500
2015-11-03 00:00:00-05:00,54.79913984517893,55.937855673579996,54.74796039922502,55.5604133605957,55.5604133605957,20115900
2015-11-04 00:00:00-05:00,55.509203213531215,55.707522236730874,54.824694364893844,55.003822326660156,55.003822326660156,14245400
2015-11-05 00:00:00-05:00,54.72875829348245,55.16377373490732,54.05704162279682,54.25535583496094,54.25535583496094,12291100
2015-11-06 00:00:00-05:00,53.69239177374016,54.037845611572266,53.238185305684766,54.037845611572266,54.037845611572266,12491700
2015-11-09 00:00:00-05:00,53.921700858599436,53.94751365735668,52.78596725300857,52.88275909423828,52.88275909423828,13551200
2015-11-10 00:00:00-05:00,52.86983840975756,53.30864600306058,52.824667257062536,53.140865325927734,53.140865325927734,14238000
2015-11-11 00:00:00-05:00,53.18606014969237,53.27640249529033,52.527850928437445,52.66981887817383,52.66981887817383,9598000
2015-11-12 00:00:00-05:00,51.99223425384243,52.45040030646422,51.185602839377154,51.243682861328125,51.243682861328125,16050600
2015-11-13 00:00:00-05:00,51.159798698886924,51.353392240427056,50.29509203946109,50.398338317871094,50.398338317871094,17527300
2015-11-16 00:00:00-05:00,50.29507870636573,52.263256214919686,50.27572034200122,52.20518112182617,52.20518112182617,14548100
2015-11-17 00:00:00-05:00,52.082581186421216,52.192281886905306,51.38565040107307,51.598602294921875,51.598602294921875,10011700
2015-11-18 00:00:00-05:00,51.55342417392199,52.20518370507055,51.359830674123494,52.101932525634766,52.101932525634766,10884600
2015-11-19 00:00:00-05:00,51.95352192116341,52.12775215519638,51.650227695913536,51.81800842285156,51.81800842285156,9453300
2015-11-20 00:00:00-05:00,51.992224911320555,52.23098953948196,51.3985454785418,51.488887786865234,51.488887786865234,10144400
